# Program:featureCounts v1.6.1; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "ID" "-O" "-s" "1" "-a" "Arabidopsis_thaliana.TAIR10.40.gff3" "-o" "results/KO2_feature.out" "results/KO2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/KO2_Aligned.sortedByCoord.out.bam
gene:AT5G37670	5	14968758	14969591	+	834	5
gene:AT5G37680	5	14969596	14971343	-	1748	41
gene:AT5G37690	5	14973353	14976229	-	2877	2377
gene:AT5G37710	5	14978566	14981620	+	3055	69
gene:AT5G37715	5	14979023	14979445	-	423	11
gene:AT5G37720	5	14981619	14984730	-	3112	413
gene:AT5G37730	5	14986000	14987014	-	1015	3
gene:AT5G37740	5	14991880	14993781	+	1902	1039
gene:AT5G37750	5	14995757	14997060	+	1304	13
gene:AT5G37760	5	14997168	14998236	+	1069	0
gene:AT5G37770	5	14997514	14999619	-	2106	299
gene:AT5G37780	5	15004466	15006267	-	1802	709
gene:AT5G37790	5	15008139	15011257	-	3119	35
gene:AT5G37793	5	15022612	15025656	+	3045	4
gene:AT5G37800	5	15036066	15037884	+	1819	0
gene:AT5G37810	5	15045114	15048012	+	2899	0
gene:AT5G37820	5	15050002	15051599	+	1598	7
gene:AT5G37830	5	15056188	15060866	-	4679	721
gene:AT5G37840	5	15062008	15063402	-	1395	0
gene:AT5G37850	5	15065300	15069094	+	3795	235
gene:AT5G37860	5	15069578	15070555	-	978	3
gene:AT5G37870	5	15073764	15074851	-	1088	0
gene:AT5G37890	5	15089678	15091955	-	2278	78
gene:AT5G37900	5	15093903	15094802	-	900	0
gene:AT5G37910	5	15096210	15097318	-	1109	0
gene:AT5G37920	5	15099341	15101170	-	1830	0
gene:AT5G37930	5	15102065	15103730	-	1666	96
gene:AT5G37940	5	15107124	15108988	+	1865	0
gene:AT5G37950	5	15115883	15118085	+	2203	0
gene:AT5G37960	5	15121438	15121836	+	399	0
gene:AT5G37970	5	15123089	15124435	-	1347	0
gene:AT5G37980	5	15131289	15133085	+	1797	9
gene:AT5G37990	5	15133867	15135169	-	1303	168
gene:AT5G38000	5	15141650	15143542	+	1893	192
gene:AT5G38010	5	15158197	15160314	+	2118	75
gene:AT5G38020	5	15165642	15167864	-	2223	1110
gene:AT5G38030	5	15171143	15175566	-	4424	616
gene:AT5G38040	5	15184947	15186854	+	1908	18
gene:AT5G38050	5	15187487	15189290	+	1804	25
gene:AT5G38060	5	15189369	15190132	+	764	6
gene:AT5G38070	5	15190143	15191689	+	1547	23
gene:AT5G38080	5	15191715	15192645	-	931	6
gene:AT5G38090	5	15193466	15194089	-	624	0
gene:AT5G38100	5	15199489	15201197	-	1709	0
gene:AT5G38110	5	15208358	15210335	+	1978	36
gene:AT5G38120	5	15213593	15216205	+	2613	0
gene:AT5G38130	5	15217819	15219372	-	1554	0
gene:AT5G38140	5	15220208	15222524	-	2317	35
gene:AT5G38150	5	15222867	15225192	-	2326	100
gene:AT5G38160	5	15225767	15226208	+	442	0
gene:AT5G38170	5	15227638	15228081	+	444	0
gene:AT5G38180	5	15229810	15230243	+	434	0
gene:AT5G38190	5	15234188	15237906	+	3719	0
gene:AT5G38195	5	15246910	15247329	+	420	0
gene:AT5G38197	5	15250974	15251320	+	347	0
gene:AT5G38200	5	15256243	15258814	+	2572	91
gene:AT5G38210	5	15260750	15265630	+	4881	296
gene:AT5G38220	5	15268674	15271456	+	2783	64
gene:AT5G38240	5	15276929	15279384	-	2456	12
gene:AT5G38250	5	15280467	15282769	-	2303	0
gene:AT5G38260	5	15283692	15285837	-	2146	0
gene:AT5G38270	5	15289032	15290252	+	1221	0
gene:AT5G38280	5	15293048	15297611	-	4564	98
gene:AT5G38290	5	15303320	15305597	+	2278	37
gene:AT5G38300	5	15305847	15307008	+	1162	50
gene:AT5G38310	5	15310405	15311377	-	973	38
gene:AT5G38317	5	15314060	15315226	+	1167	0
gene:AT5G38320	5	15316015	15316897	-	883	2
gene:AT5G38330	5	15317683	15318511	+	829	0
gene:AT5G38340	5	15320375	15324832	+	4458	165
gene:AT5G38344	5	15325785	15327160	+	1376	15
gene:AT5G38350	5	15328569	15331528	+	2960	29
gene:AT5G38360	5	15331711	15333641	-	1931	75
gene:AT5G38378	5	15344448	15344711	+	264	0
gene:AT5G38380	5	15345389	15348463	+	3075	108
gene:AT5G38386	5	15362774	15364815	+	2042	1
gene:AT5G38390	5	15366011	15368053	+	2043	0
gene:AT5G38391	5	15368254	15368851	+	598	0
gene:AT5G38392	5	15369685	15370338	+	654	0
gene:AT5G38396	5	15373094	15374726	+	1633	0
gene:AT5G38397	5	15373627	15373990	-	364	0
gene:AT5G38400	5	15375846	15376434	+	589	0
gene:AT5G38410	5	15376988	15378642	-	1655	741
gene:AT5G38420	5	15380907	15382071	-	1165	100
gene:AT5G38430	5	15383167	15385320	-	2154	85
gene:AT5G38435	5	15388018	15388689	+	672	0
gene:AT5G38440	5	15390223	15390624	+	402	0
gene:AT5G38450	5	15393720	15397295	-	3576	9
gene:AT5G38460	5	15397740	15401095	-	3356	98
gene:AT5G38470	5	15404622	15407745	+	3124	1290
gene:AT5G38480	5	15409684	15411601	+	1918	1540
gene:AT5G38490	5	15411672	15413132	-	1461	0
gene:AT5G38500	5	15416018	15417253	-	1236	0
gene:AT5G38510	5	15417636	15420638	-	3003	55
gene:AT5G38520	5	15421289	15423431	+	2143	99
gene:AT5G38530	5	15423980	15426576	+	2597	584
gene:AT5G38540	5	15426556	15430794	-	4239	0
gene:AT5G38550	5	15432781	15435851	-	3071	1
gene:AT5G38560	5	15439249	15443296	+	4048	581
gene:AT5G38565	5	15444310	15446297	-	1988	18
gene:AT5G38570	5	15449279	15450601	-	1323	0
gene:AT5G38580	5	15451164	15451842	-	679	0
gene:AT5G38590	5	15451910	15453928	-	2019	35
gene:AT5G38600	5	15456520	15460767	+	4248	132
gene:AT5G38610	5	15460691	15461459	-	769	56
gene:AT5G38620	5	15463858	15464907	-	1050	0
gene:AT5G38630	5	15465992	15468185	+	2194	182
gene:AT5G38640	5	15467679	15470724	-	3046	240
gene:AT5G38660	5	15470900	15476553	-	5654	573
gene:AT5G38650	5	15470961	15472815	-	1855	420
gene:AT5G38670	5	15475786	15476871	+	1086	0
gene:AT5G38680	5	15477324	15479040	+	1717	0
gene:AT5G38690	5	15478701	15483250	-	4550	173
gene:AT5G38700	5	15489593	15490745	+	1153	51
gene:AT5G38710	5	15501126	15504269	+	3144	46
gene:AT5G38720	5	15508196	15510713	-	2518	117
gene:AT5G38730	5	15510842	15512934	+	2093	12
gene:AT5G38740	5	15512943	15514305	-	1363	0
gene:AT5G38743	5	15517299	15517796	+	498	2
gene:AT5G38747	5	15518329	15521281	+	2953	21
gene:AT5G38750	5	15522650	15523180	+	531	0
gene:AT5G38760	5	15524173	15525045	+	873	0
gene:AT5G38770	5	15526065	15526575	+	511	7
gene:AT5G38780	5	15529778	15531524	+	1747	20
gene:AT5G38790	5	15533713	15534371	+	659	0
gene:AT5G38800	5	15538141	15538889	-	749	8
gene:AT5G38810	5	15540484	15541540	-	1057	0
gene:AT5G38820	5	15543115	15545448	+	2334	0
gene:AT5G38830	5	15545519	15548293	-	2775	465
gene:AT5G38840	5	15551243	15555077	+	3835	258
gene:AT5G38850	5	15555156	15558882	+	3727	77
gene:AT5G38860	5	15558901	15561126	+	2226	51
gene:AT5G38865	5	15561891	15562982	-	1092	4
gene:AT5G38880	5	15562939	15569250	-	6312	271
gene:AT5G38890	5	15569418	15571169	+	1752	43
gene:AT5G38895	5	15571254	15573526	+	2273	56
gene:AT5G38900	5	15573505	15575712	-	2208	65
gene:AT5G38910	5	15578749	15579733	+	985	0
gene:AT5G38920	5	15581719	15582439	-	721	0
gene:AT5G38930	5	15585028	15586029	+	1002	0
gene:AT5G38940	5	15588623	15589791	+	1169	1
gene:AT5G38950	5	15590693	15591050	+	358	0
gene:AT5G38960	5	15592922	15593963	+	1042	0
gene:AT5G38970	5	15594674	15598089	-	3416	0
gene:AT5G38980	5	15606683	15607409	+	727	92
gene:AT5G38990	5	15608685	15611664	+	2980	48
gene:AT5G39000	5	15611812	15614664	+	2853	0
gene:AT5G39010	5	15615916	15616457	+	542	0
gene:AT5G39020	5	15616770	15619446	+	2677	34
gene:AT5G39024	5	15619691	15619786	+	96	0
gene:AT5G39030	5	15619811	15622620	+	2810	0
gene:AT5G39040	5	15625460	15629835	+	4376	246
gene:AT5G39050	5	15634444	15636480	+	2037	1577
gene:AT5G39080	5	15641442	15643216	+	1775	25
gene:AT5G39090	5	15643493	15645172	+	1680	7
gene:AT5G39100	5	15653125	15654028	-	904	0
gene:AT5G39110	5	15657697	15658632	-	936	19
gene:AT5G39120	5	15662582	15663527	-	946	8
gene:AT5G39130	5	15665502	15666472	-	971	0
gene:AT5G39140	5	15667173	15667761	-	589	0
gene:AT5G39150	5	15669898	15670904	-	1007	0
gene:AT5G39160	5	15679005	15680141	-	1137	1
gene:AT5G39170	5	15680731	15681325	-	595	0
gene:AT5G39180	5	15683464	15684471	-	1008	0
gene:AT5G39190	5	15692542	15693735	-	1194	3
gene:AT5G39200	5	15694238	15695042	-	805	0
gene:AT5G39210	5	15703078	15704272	+	1195	1
gene:AT5G39220	5	15705706	15708274	+	2569	7
gene:AT5G39230	5	15709474	15709925	+	452	0
gene:AT5G39240	5	15712549	15713158	-	610	1
gene:AT5G39250	5	15724477	15727206	+	2730	25
gene:AT5G39260	5	15726243	15727458	-	1216	3
gene:AT5G39270	5	15729037	15730231	-	1195	1
gene:AT5G39280	5	15730653	15731790	-	1138	0
gene:AT5G39290	5	15735794	15736979	-	1186	1
gene:AT5G39300	5	15737366	15738479	-	1114	0
gene:AT5G39310	5	15739032	15740605	-	1574	0
gene:AT5G39320	5	15742543	15744946	+	2404	178
gene:AT5G39330	5	15746209	15748355	+	2147	4
gene:AT5G39340	5	15748731	15750891	+	2161	104
gene:AT5G39350	5	15750875	15752962	+	2088	44
gene:AT5G39360	5	15753006	15754690	-	1685	112
gene:AT5G39365	5	15756106	15756911	-	806	0
gene:AT5G39370	5	15757717	15758109	+	393	0
gene:AT5G39380	5	15758717	15761747	-	3031	55
gene:AT5G39390	5	15763715	15765469	-	1755	0
gene:AT5G39400	5	15766037	15768354	+	2318	7
gene:AT5G39410	5	15767898	15770456	-	2559	200
gene:AT5G39420	5	15771931	15775251	+	3321	2
gene:AT5G39430	5	15775302	15777599	-	2298	0
gene:AT5G39440	5	15781907	15784699	+	2793	0
gene:AT5G39450	5	15785717	15788150	+	2434	50
gene:AT5G39460	5	15788289	15790004	-	1716	0
gene:AT5G39470	5	15791952	15793062	-	1111	0
gene:AT5G39471	5	15793789	15795743	-	1955	31
gene:AT5G39480	5	15801635	15803341	-	1707	0
gene:AT5G39490	5	15805808	15807508	-	1701	0
gene:AT5G39493	5	15809955	15810693	-	739	3
gene:AT5G39500	5	15814559	15820151	+	5593	352
gene:AT5G39510	5	15821293	15823840	+	2548	435
gene:AT5G39520	5	15823735	15825566	-	1832	15
gene:AT5G39530	5	15826017	15828035	-	2019	38
gene:AT5G39540	5	15833743	15834420	-	678	0
gene:AT5G39550	5	15837178	15840678	-	3501	179
gene:AT5G39560	5	15841692	15843169	-	1478	0
gene:AT5G39570	5	15843881	15846467	+	2587	2894
gene:AT5G39580	5	15847065	15849141	-	2077	12
gene:AT5G39590	5	15851389	15853990	+	2602	424
gene:AT5G39600	5	15853929	15855192	-	1264	94
gene:AT5G39610	5	15858398	15859911	-	1514	74
gene:AT5G39620	5	15864166	15865782	-	1617	0
gene:AT5G39630	5	15868262	15869714	+	1453	0
gene:AT5G39640	5	15873039	15873269	-	231	0
gene:AT5G39645	5	15873392	15873680	-	289	0
gene:AT5G39650	5	15875125	15876116	+	992	0
gene:AT5G39660	5	15878698	15881537	+	2840	105
gene:AT5G39670	5	15883179	15884067	+	889	38
gene:AT5G39680	5	15884001	15886449	-	2449	21
gene:AT5G39690	5	15888171	15890187	+	2017	1
gene:AT5G39700	5	15893761	15894424	-	664	0
gene:AT5G39710	5	15895682	15898219	+	2538	35
gene:AT5G39715	5	15898233	15899136	-	904	0
gene:AT5G39720	5	15899618	15900667	+	1050	1
gene:AT5G39730	5	15901569	15902958	+	1390	229
gene:AT5G39740	5	15903279	15905532	+	2254	2198
gene:AT5G39750	5	15906875	15907942	+	1068	0
gene:AT5G39760	5	15911350	15912860	+	1511	136
gene:AT5G39770	5	15919241	15927549	-	8309	0
gene:AT5G39775	5	15923803	15924404	+	602	0
gene:AT5G39785	5	15928765	15932347	+	3583	41
gene:AT5G39790	5	15932505	15935270	-	2766	72
gene:AT5G39800	5	15935453	15937201	+	1749	38
gene:AT5G39810	5	15937278	15938458	-	1181	0
gene:AT5G39820	5	15939110	15940590	-	1481	0
gene:AT5G39830	5	15942764	15945897	+	3134	75
gene:AT5G39840	5	15946566	15949422	+	2857	52
gene:AT5G39850	5	15949910	15951475	+	1566	182
gene:AT5G39860	5	15957368	15958559	+	1192	2
gene:AT5G39865	5	15965301	15967186	-	1886	7
gene:AT5G39870	5	15968589	15970046	-	1458	0
gene:AT5G39880	5	15970887	15972344	+	1458	0
gene:AT5G39890	5	15974270	15976270	+	2001	847
gene:AT5G39900	5	15976507	15979001	-	2495	44
gene:AT5G39910	5	15979412	15981671	-	2260	0
gene:AT5G39920	5	15982173	15983136	-	964	0
gene:AT5G39930	5	15985025	15987339	-	2315	0
gene:AT5G39940	5	15987461	15990701	+	3241	50
gene:AT5G39950	5	15990687	15991978	-	1292	411
gene:AT5G39960	5	15993953	15997058	+	3106	69
gene:AT5G39970	5	15997970	16000813	+	2844	81
gene:AT5G39980	5	16000712	16003072	-	2361	37
gene:AT5G39990	5	16004253	16006823	+	2571	198
gene:AT5G40000	5	16010869	16012559	-	1691	263
gene:AT5G40010	5	16020058	16021916	-	1859	10
gene:AT5G40020	5	16022579	16024316	-	1738	67
gene:AT5G40030	5	16026047	16028483	+	2437	14
gene:AT5G40040	5	16029703	16030335	-	633	2
gene:AT5G40050	5	16032083	16033551	-	1469	0
gene:AT5G40060	5	16034441	16039096	+	4656	43
gene:AT5G40070	5	16039179	16039747	+	569	0
gene:AT5G40080	5	16039927	16041714	-	1788	46
gene:AT5G40090	5	16041919	16043733	-	1815	9
gene:AT5G40100	5	16043727	16047572	+	3846	52
gene:AT5G40120	5	16051879	16053036	+	1158	0
gene:AT5G40140	5	16057079	16059303	+	2225	44
gene:AT5G40150	5	16059504	16061043	-	1540	50
gene:AT5G40153	5	16060342	16060629	+	288	22
gene:AT5G40155	5	16061891	16062548	+	658	3
gene:AT5G40160	5	16062479	16064689	-	2211	73
gene:AT5G40170	5	16064859	16067628	-	2770	529
gene:AT5G40180	5	16067868	16068751	+	884	5
gene:AT5G40190	5	16069043	16070044	-	1002	93
gene:AT5G40200	5	16070146	16073387	+	3242	269
gene:AT5G40210	5	16073534	16076221	-	2688	41
gene:AT5G40220	5	16078390	16079364	-	975	0
gene:AT5G40230	5	16079648	16081893	-	2246	110
gene:AT5G40240	5	16081988	16085213	-	3226	179
gene:AT5G40250	5	16085635	16087543	+	1909	131
gene:AT5G40260	5	16089678	16091797	+	2120	1
gene:AT5G40270	5	16093035	16097245	-	4211	91
gene:AT5G40280	5	16101343	16104962	+	3620	68
gene:AT5G40290	5	16105259	16108501	-	3243	0
gene:AT5G40300	5	16110634	16113059	+	2426	114
gene:AT5G40310	5	16113079	16116171	-	3093	0
gene:AT5G40315	5	16119247	16119258	+	12	0
gene:AT5G40320	5	16121708	16123556	+	1849	0
gene:AT5G40330	5	16127725	16129661	+	1937	0
gene:AT5G40340	5	16130881	16135393	-	4513	698
gene:AT5G40350	5	16138544	16141134	-	2591	0
gene:AT5G40360	5	16144792	16146671	+	1880	0
gene:AT5G40370	5	16147347	16149256	-	1910	451
gene:AT5G40380	5	16151522	16155215	+	3694	4
gene:AT5G40382	5	16155086	16156221	-	1136	0
gene:AT5G40390	5	16161449	16165453	+	4005	188
gene:AT5G40400	5	16166231	16168870	+	2640	14
gene:AT5G40405	5	16168949	16171317	+	2369	43
gene:AT5G40410	5	16171374	16173354	+	1981	6
gene:AT5G40420	5	16173340	16174783	-	1444	0
gene:AT5G40430	5	16176427	16177731	-	1305	0
gene:AT5G40440	5	16181628	16184827	+	3200	104
gene:AT5G40450	5	16184650	16195888	-	11239	4590
gene:AT5G40460	5	16202142	16203358	+	1217	24
gene:AT5G40470	5	16208009	16209927	-	1919	48
gene:AT5G40480	5	16213036	16224177	+	11142	495
gene:AT5G40490	5	16225326	16227757	+	2432	123
gene:AT5G40500	5	16227771	16228693	+	923	21
gene:AT5G40510	5	16228960	16231142	+	2183	8
gene:AT5G40520	5	16231143	16234348	-	3206	66
gene:AT5G40530	5	16234461	16236311	+	1851	52
gene:AT5G40540	5	16236956	16239601	+	2646	92
gene:AT5G40550	5	16241009	16243410	+	2402	110
gene:AT5G40560	5	16243537	16246519	+	2983	1
gene:AT5G40570	5	16246760	16248390	+	1631	21
gene:AT5G40580	5	16248286	16250925	-	2640	434
gene:AT5G40590	5	16251318	16252434	-	1117	14
gene:AT5G40600	5	16253469	16256829	-	3361	25
gene:AT5G40595	5	16253510	16254079	+	570	0
gene:AT5G40610	5	16264829	16267406	-	2578	113
gene:AT5G40620	5	16269157	16269833	+	677	0
gene:AT5G40630	5	16271047	16272513	-	1467	7
gene:AT5G40640	5	16277042	16280424	+	3383	109
gene:AT5G40645	5	16280283	16280993	-	711	8
gene:AT5G40650	5	16281394	16283527	+	2134	208
gene:AT5G40660	5	16283146	16285344	-	2199	273
gene:AT5G40670	5	16285711	16287947	+	2237	154
gene:AT5G40680	5	16288754	16290001	+	1248	0
gene:AT5G40690	5	16290386	16291713	+	1328	203
gene:AT5G40700	5	16291755	16293649	-	1895	24
gene:AT5G40710	5	16294967	16297058	+	2092	43
gene:AT5G40720	5	16297300	16300037	+	2738	87
gene:AT5G40730	5	16301072	16301748	+	677	50
gene:AT5G40740	5	16301846	16306479	-	4634	251
gene:AT5G40750	5	16308356	16309819	+	1464	0
gene:AT5G40760	5	16310663	16314811	+	4149	704
gene:AT5G40770	5	16314850	16317291	-	2442	457
gene:AT5G40780	5	16323567	16327382	+	3816	52
gene:AT5G40790	5	16330041	16331276	-	1236	0
gene:AT5G40800	5	16334581	16336017	-	1437	0
gene:AT5G40810	5	16339863	16342927	+	3065	632
gene:AT5G40820	5	16342728	16353898	-	11171	51
gene:AT5G40830	5	16354362	16356341	-	1980	89
gene:AT5G40840	5	16359331	16363878	-	4548	72
gene:AT5G40850	5	16365900	16369316	+	3417	404
gene:AT5G40855	5	16369114	16369350	-	237	0
gene:AT5G40860	5	16370368	16372294	+	1927	4
gene:AT5G40870	5	16374799	16378652	+	3854	295
gene:AT5G40880	5	16378893	16381352	+	2460	43
gene:AT5G40890	5	16381314	16385424	-	4111	528
gene:AT5G40900	5	16391836	16393427	+	1592	7
gene:AT5G40910	5	16394462	16400489	+	6028	1101
gene:AT5G40930	5	16404457	16406079	+	1623	164
gene:AT5G40940	5	16406631	16407930	-	1300	0
gene:AT5G40950	5	16410782	16412114	+	1333	328
gene:AT5G40960	5	16412404	16413202	-	799	16
gene:AT5G40970	5	16413671	16415897	+	2227	89
gene:AT5G40980	5	16414510	16415265	-	756	64
gene:AT5G40981	5	16415791	16416044	-	254	0
gene:AT5G40990	5	16418842	16420616	+	1775	11
gene:AT5G41000	5	16420755	16423830	+	3076	28
gene:AT5G41010	5	16423919	16425324	+	1406	59
gene:AT5G41020	5	16425883	16427797	-	1915	282
gene:AT5G41025	5	16426679	16427510	+	832	150
gene:AT5G41030	5	16428706	16429679	+	974	0
gene:AT5G41040	5	16431304	16433305	+	2002	1064
gene:AT5G41050	5	16433243	16434458	-	1216	3
gene:AT5G41060	5	16435153	16437805	+	2653	85
gene:AT5G41070	5	16438265	16440055	+	1791	17
gene:AT5G41071	5	16440069	16440251	+	183	0
gene:AT5G41080	5	16441655	16444023	+	2369	529
gene:AT5G41090	5	16445655	16446673	+	1019	1
gene:AT5G41100	5	16447185	16450909	+	3725	343
gene:AT5G41110	5	16451470	16455364	+	3895	101
gene:AT5G41109	5	16452453	16452593	-	141	4
gene:AT5G41120	5	16455094	16459253	-	4160	83
gene:AT5G41130	5	16459474	16463432	-	3959	34
gene:AT5G41140	5	16468327	16472810	+	4484	193
gene:AT5G41150	5	16472764	16477417	-	4654	133
gene:AT5G41160	5	16477119	16478436	+	1318	11
gene:AT5G41170	5	16478486	16480584	-	2099	19
gene:AT5G41180	5	16483760	16487427	+	3668	278
gene:AT5G41190	5	16487466	16490101	-	2636	274
gene:AT5G41200	5	16490544	16491536	+	993	0
gene:AT5G41210	5	16492275	16494059	-	1785	320
gene:AT5G41220	5	16494325	16497163	-	2839	91
gene:AT5G41240	5	16497959	16500865	-	2907	149
gene:AT5G41250	5	16501217	16502902	-	1686	0
gene:AT5G41260	5	16503562	16507475	+	3914	261
gene:AT5G41270	5	16507662	16509034	+	1373	34
gene:AT5G41280	5	16509507	16511078	+	1572	0
gene:AT5G41290	5	16512154	16513671	+	1518	0
gene:AT5G41300	5	16514929	16516331	+	1403	0
gene:AT5G41310	5	16516470	16522392	-	5923	0
gene:AT5G41315	5	16529090	16533287	+	4198	2
gene:AT5G41320	5	16533931	16535989	+	2059	31
gene:AT5G41330	5	16535339	16538016	-	2678	89
gene:AT5G41340	5	16538063	16540189	-	2127	140
gene:AT5G41350	5	16541462	16543985	-	2524	199
gene:AT5G41360	5	16544333	16549327	+	4995	160
gene:AT5G41370	5	16551119	16556038	+	4920	403
gene:AT5G41380	5	16561278	16563732	-	2455	1
gene:AT5G41390	5	16565303	16567483	+	2181	0
gene:AT5G41400	5	16569375	16570275	-	901	55
gene:AT5G41401	5	16572025	16572189	-	165	0
gene:AT5G41410	5	16579936	16584077	+	4142	14
gene:AT5G41420	5	16585119	16585363	-	245	0
gene:AT5G41430	5	16586119	16586604	-	486	0
gene:AT5G41440	5	16587235	16587609	-	375	0
gene:AT5G41450	5	16588600	16589094	-	495	0
gene:AT5G41460	5	16589390	16592381	-	2992	11
gene:AT5G41470	5	16593841	16595568	+	1728	9
gene:AT5G41480	5	16595863	16598682	+	2820	48
gene:AT5G41490	5	16600445	16601608	+	1164	0
gene:AT5G41500	5	16604002	16605213	+	1212	0
gene:AT5G41510	5	16607124	16608326	+	1203	0
gene:AT5G41520	5	16609021	16610692	-	1672	1366
gene:AT5G41530	5	16611660	16612088	+	429	0
gene:AT5G41540	5	16612659	16616063	-	3405	0
gene:AT5G41550	5	16617232	16620824	-	3593	94
gene:AT5G41560	5	16621197	16622757	-	1561	75
gene:AT5G41570	5	16624157	16625977	+	1821	98
gene:AT5G41580	5	16626185	16630820	-	4636	203
gene:AT5G41590	5	16632086	16634012	-	1927	25
gene:AT5G41600	5	16636029	16637908	+	1880	355
gene:AT5G41610	5	16638302	16641933	-	3632	295
gene:AT5G41620	5	16646157	16649026	+	2870	69
gene:AT5G41630	5	16650282	16651835	+	1554	0
gene:AT5G41640	5	16653337	16654635	-	1299	0
gene:AT5G41650	5	16654913	16655860	+	948	11
gene:AT5G41660	5	16656708	16658405	+	1698	0
gene:AT5G41670	5	16664674	16667390	-	2717	636
gene:AT5G41680	5	16667769	16669489	+	1721	262
gene:AT5G41685	5	16669149	16669723	-	575	258
gene:AT5G41690	5	16669981	16675166	-	5186	66
gene:AT5G41700	5	16675582	16677525	+	1944	1464
gene:AT5G41720	5	16683165	16683942	-	778	0
gene:AT5G41730	5	16684606	16687706	-	3101	5
gene:AT5G41740	5	16688626	16693119	+	4494	64
gene:AT5G41750	5	16693832	16699028	+	5197	706
gene:AT5G41760	5	16706850	16709909	+	3060	79
gene:AT5G41761	5	16711042	16712069	+	1028	0
gene:AT5G41763	5	16714509	16715882	+	1374	1
gene:AT5G41765	5	16716552	16717558	-	1007	0
gene:AT5G41770	5	16717946	16721222	+	3277	468
gene:AT5G41780	5	16722239	16725040	+	2802	0
gene:AT5G41790	5	16725753	16732847	+	7095	980
gene:AT5G41800	5	16733663	16736093	+	2431	78
gene:AT5G41810	5	16738062	16739790	+	1729	49
gene:AT5G41820	5	16740593	16743527	+	2935	0
gene:AT5G41830	5	16743636	16745519	-	1884	0
gene:AT5G41840	5	16754436	16756263	-	1828	0
gene:AT5G41850	5	16756698	16758220	-	1523	29
gene:AT5G41860	5	16757951	16758718	+	768	33
gene:AT5G41870	5	16758709	16760576	-	1868	177
gene:AT5G41880	5	16760846	16764276	+	3431	52
gene:AT5G41890	5	16764211	16766702	-	2492	2
gene:AT5G41900	5	16768935	16771899	+	2965	9
gene:AT5G41908	5	16777055	16777525	+	471	1
gene:AT5G41910	5	16777691	16779295	-	1605	45
gene:AT5G41920	5	16779643	16781424	+	1782	56
gene:AT5G41940	5	16781858	16785609	+	3752	263
gene:AT5G41950	5	16785680	16789676	+	3997	462
gene:AT5G41960	5	16789624	16791042	+	1419	56
gene:AT5G41970	5	16791151	16793261	+	2111	275
gene:AT5G41980	5	16793614	16795006	+	1393	25
gene:AT5G41990	5	16794967	16798006	-	3040	602
gene:AT5G42000	5	16799218	16801102	+	1885	246
gene:AT5G42010	5	16801707	16805242	+	3536	44
gene:AT5G42020	5	16807342	16810693	-	3352	2490
gene:AT5G42030	5	16811307	16813295	-	1989	789
gene:AT5G42040	5	16813565	16814749	-	1185	9
gene:AT5G42050	5	16815310	16817346	+	2037	4371
gene:AT5G42053	5	16817678	16817984	+	307	0
gene:AT5G42060	5	16818388	16818955	-	568	38
gene:AT5G42070	5	16818984	16820195	-	1212	31
gene:AT5G42080	5	16820284	16825016	-	4733	1813
gene:AT5G42090	5	16826542	16829101	+	2560	540
gene:AT5G42100	5	16829113	16831618	-	2506	661
gene:AT5G42110	5	16831696	16832357	-	662	12
gene:AT5G42120	5	16833052	16835169	-	2118	2
gene:AT5G42130	5	16835233	16836895	-	1663	68
gene:AT5G42140	5	16837332	16842493	-	5162	143
gene:AT5G42146	5	16844336	16845015	+	680	16
gene:AT5G42150	5	16846150	16848568	+	2419	125
gene:AT5G42170	5	16848624	16852221	+	3598	0
gene:AT5G42180	5	16852628	16854224	+	1597	7
gene:AT5G42190	5	16854191	16855741	-	1551	560
gene:AT5G42200	5	16860286	16861290	+	1005	189
gene:AT5G42210	5	16865770	16870887	+	5118	74
gene:AT5G42220	5	16872044	16878383	+	6340	646
gene:AT5G42223	5	16878562	16878956	-	395	0
gene:AT5G42230	5	16880592	16884462	+	3871	1
gene:AT5G42232	5	16884940	16885439	+	500	0
gene:AT5G42235	5	16886903	16887570	+	668	0
gene:AT5G42240	5	16887626	16891192	+	3567	106
gene:AT5G42242	5	16891188	16891909	-	722	0
gene:AT5G42250	5	16893849	16897690	+	3842	13
gene:AT5G42260	5	16898712	16900317	+	1606	0
gene:AT5G42270	5	16902475	16905294	+	2820	553
gene:AT5G42280	5	16905202	16908059	-	2858	91
gene:AT5G42300	5	16911579	16913991	-	2413	1769
gene:AT5G42290	5	16911580	16912198	+	619	2
gene:AT5G42310	5	16915728	16918569	+	2842	220
gene:AT5G42320	5	16918489	16921596	-	3108	217
gene:AT5G42325	5	16924102	16924851	-	750	0
gene:AT5G42330	5	16926608	16927580	+	973	15
gene:AT5G42340	5	16927893	16930532	-	2640	0
gene:AT5G42350	5	16931531	16934031	+	2501	66
gene:AT5G42360	5	16936000	16938525	-	2526	114
gene:AT5G42370	5	16938981	16941754	-	2774	23
gene:AT5G42380	5	16942447	16943820	-	1374	63
gene:AT5G42390	5	16945165	16953353	+	8189	954
gene:AT5G42400	5	16953515	16961245	-	7731	494
gene:AT5G42410	5	16964650	16965261	+	612	0
gene:AT5G42420	5	16968655	16970527	+	1873	63
gene:AT5G42430	5	16971312	16972499	-	1188	0
